vivienda;hogar;variedad;descripcion;id_unidad_medida_presentacion;cantidad_unidades_presentacion;contenido_empaque_presentacion;id_unidad_medida;cantidad_inicial;cantidad_final;consumo_exclusivo_hogar;factor_anual
7655;1;3;GALLETAS SALADAS;8;1;34;3;24;12;12;226.75645306954
7655;1;5;AVENA;56;1;650;3;3;2;1;226.75645306954
7655;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;20;4;4;3;1;226.75645306954
7655;1;7;ARROZ;NA;NA;NA;2;125;119;6;226.75645306954
7655;1;9;POLLO;NA;NA;NA;2;2;0;2;226.75645306954
7655;1;14;LECHE EN POLVO;56;1;360;3;2;1.5;0.5;226.75645306954
7655;1;16;ACEITE;57;1;4;7;2;1.75;0.25;226.75645306954
7655;1;19;SARDINAS EN AGUA;63;1;120;3;11;10;1;226.75645306954
7655;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;10;10;0;226.75645306954
7655;1;28;HABICHUELAS ENLATADAS;63;1;439;3;80;75;5;226.75645306954
7655;1;29;AZUCARES;NA;NA;NA;2;10;8;2;226.75645306954
7655;1;30;CHOCOLATE O COCOA;98;1;26;3;10;5;5;226.75645306954
7690;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;10;5;5;153.913570666408
7691;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;56;2;1;0;153.913570666408
7691;1;7;ARROZ;NA;NA;NA;2;20;5;15;153.913570666408
7691;1;11;PESCADO;NA;NA;NA;2;1;0;1;153.913570666408
7691;1;16;ACEITE;57;1;64;4;0.5;0;0.5;153.913570666408
7691;1;17;MANTEQUILLA;105;1;425;3;0.5;0;0.5;153.913570666408
7691;1;26;PAPAS;NA;NA;NA;2;2;0;2;153.913570666408
7941;1;7;ARROZ;NA;NA;NA;2;20;2;18;187.230797035965
7941;1;14;LECHE EN POLVO;56;1;1500;3;1;0.4;0.6;187.230797035965
7941;1;16;ACEITE;57;1;3;7;1.87;0.98;0.89;187.230797035965
7941;1;27;HABICHUELAS SUELTAS;8;1;2;2;2;0;2;187.230797035965
7941;1;28;HABICHUELAS ENLATADAS;63;1;2;2;2;1;1;187.230797035965
7941;1;29;AZUCARES;NA;NA;NA;2;4;1;3;187.230797035965
7941;1;30;CHOCOLATE O COCOA;23;1;28;3;30;10;20;187.230797035965
7187;1;7;ARROZ;NA;NA;NA;2;55;28;27;613.406762014355
7752;1;7;ARROZ;NA;NA;NA;2;5;0;5;247.370676075862
7187;1;16;ACEITE;57;2;1;7;1;0.5;0.5;613.406762014355
7752;1;5;AVENA;56;1;1200;3;0.5;0;0.5;247.370676075862
7752;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;350;3;2;0;2;247.370676075862
7752;1;13;LECHE LÍQUIDA;NA;NA;NA;20;3;0;3;247.370676075862
7752;1;14;LECHE EN POLVO;56;1;1500;3;0.25;0;0.25;247.370676075862
7752;1;15;HUEVOS;31;1;30;1;0.5;0;0.5;247.370676075862
7752;1;16;ACEITE;57;1;3;7;0.75;0.25;0.5;247.370676075862
7752;1;18;SALAMI;81;1;4;2;0.25;0;0.25;247.370676075862
7752;1;22;ATÚN EN AGUA;63;1;140;3;1;0;1;247.370676075862
7752;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;247.370676075862
7752;1;25;GUINEITO VERDE;NA;NA;NA;1;3;0;3;247.370676075862
7752;1;27;HABICHUELAS SUELTAS;NA;NA;NA;60;5;3;2;247.370676075862
7752;1;29;AZUCARES;NA;NA;NA;2;2;0;2;247.370676075862
7752;1;30;CHOCOLATE O COCOA;99;1;26;3;2;0;2;247.370676075862
7126;1;5;AVENA;56;1;400;3;5;0;5;311.325
7126;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;15;2;13;311.325
7126;1;7;ARROZ;NA;NA;NA;2;50;40;10;311.325
7126;1;15;HUEVOS;NA;NA;NA;1;24;4;20;311.325
7126;1;18;SALAMI;NA;NA;NA;2;1;0;1;311.325
7126;1;27;HABICHUELAS SUELTAS;56;1;1;2;5;0;5;311.325
7212;1;1;PANES;NA;NA;NA;1;20;5;15;920.110143021533
7212;1;2;GALLETAS DULCES;NA;NA;NA;1;12;6;6;920.110143021533
7212;1;3;GALLETAS SALADAS;NA;NA;NA;1;10;3;7;920.110143021533
7212;1;5;AVENA;56;1;650;3;1;0.5;0.5;920.110143021533
7212;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;5;5;0;920.110143021533
7212;1;7;ARROZ;NA;NA;NA;2;20;4;16;920.110143021533
7212;1;8;CARNE DE RES;NA;NA;NA;2;2;1;1;920.110143021533
7212;1;9;POLLO;NA;NA;NA;2;4;0.5;2.5;920.110143021533
7212;1;10;CARNE DE CERDO;NA;NA;NA;2;5;3;2;920.110143021533
7212;1;13;LECHE LÍQUIDA;31;1;1;7;2;0;2;920.110143021533
7212;1;14;LECHE EN POLVO;56;1;2200;3;1;0.5;0.5;920.110143021533
7212;1;15;HUEVOS;NA;NA;NA;1;20;0;20;920.110143021533
7212;1;16;ACEITE;57;1;64;4;1;1;0;920.110143021533
7212;1;18;SALAMI;NA;NA;NA;2;1.5;1;0.5;920.110143021533
7212;1;19;SARDINAS EN AGUA;63;1;120;3;3;3;0;920.110143021533
7212;1;21;PICA PICA;63;1;15;4;2;1;1;920.110143021533
7212;1;26;PAPAS;NA;NA;NA;2;5;0;5;920.110143021533
7212;1;28;HABICHUELAS ENLATADAS;NA;NA;NA;2;7;5;2;920.110143021533
7212;1;29;AZUCARES;NA;NA;NA;2;5;2;3;920.110143021533
7212;1;30;CHOCOLATE O COCOA;NA;NA;NA;1;12;5;7;920.110143021533
7775;1;5;AVENA;98;1;40;3;1;0.5;0.5;111.442307692308
7775;1;7;ARROZ;NA;NA;NA;2;25;8;17;111.442307692308
7775;1;16;ACEITE;57;1;2;7;0.5;0;0.5;111.442307692308
7775;1;24;PLÁTANO VERDE;NA;NA;NA;1;3;0;3;111.442307692308
7775;1;25;GUINEITO VERDE;NA;NA;NA;1;7;0;7;111.442307692308
7775;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;0.5;0;0.5;111.442307692308
7775;1;29;AZUCARES;NA;NA;NA;2;1;0;1;111.442307692308
7150;1;1;PANES;NA;NA;NA;1;4;0;4;1380.1652145323
7150;1;2;GALLETAS DULCES;NA;NA;NA;1;10;10;0;1380.1652145323
7150;1;3;GALLETAS SALADAS;NA;NA;NA;1;18;9;9;1380.1652145323
7150;1;5;AVENA;56;1;160;3;1;1;0;1380.1652145323
7150;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;1;0;1380.1652145323
7150;1;7;ARROZ;NA;NA;NA;2;7;0;7;1380.1652145323
7150;1;8;CARNE DE RES;NA;NA;NA;2;2;0;2;1380.1652145323
7150;1;9;POLLO;NA;NA;NA;2;1.5;0;1.5;1380.1652145323
7150;1;13;LECHE LÍQUIDA;63;1;315;3;1;0;1;1380.1652145323
7150;1;14;LECHE EN POLVO;63;1;1600;3;1;0.5;0.5;1380.1652145323
7150;1;15;HUEVOS;NA;NA;NA;1;8;0;8;1380.1652145323
7150;1;16;ACEITE;57;1;2;7;1;0.5;0.5;1380.1652145323
7150;1;17;MANTEQUILLA;105;1;15;4;1;0.5;0.5;1380.1652145323
7150;1;18;SALAMI;NA;NA;NA;2;2;1;1;1380.1652145323
7150;1;20;SARDINAS EN ACEITE;63;1;125;3;2;2;0;1380.1652145323
7150;1;21;PICA PICA;63;1;5;4;2;0;2;1380.1652145323
7150;1;23;ATÚN EN ACEITE;63;1;6;4;1;0;1;1380.1652145323
7150;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;0;30;1380.1652145323
7150;1;25;GUINEITO VERDE;NA;NA;NA;1;8;0;8;1380.1652145323
7150;1;28;HABICHUELAS ENLATADAS;63;1;15;4;2;1;1;1380.1652145323
6256;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;2;1;1;260.278124999999
6256;1;7;ARROZ;NA;NA;NA;2;8;8;0;260.278124999999
6256;1;14;LECHE EN POLVO;56;1;1800;3;1;0.5;0.5;260.278124999999
6256;1;15;HUEVOS;NA;NA;NA;1;12;3;9;260.278124999999
6256;1;16;ACEITE;57;1;4;7;0.75;0.5;0.25;260.278124999999
6256;1;17;MANTEQUILLA;105;1;1;2;0.25;0.15;0.1;260.278124999999
6256;1;18;SALAMI;NA;NA;NA;2;2;1.5;0.5;260.278124999999
6256;1;29;AZUCARES;NA;NA;NA;2;3;2;1;260.278124999999
6303;1;1;PANES;NA;NA;NA;1;7;0;7;462.716666666665
6303;1;3;GALLETAS SALADAS;8;1;34;3;12;7;5;462.716666666665
6303;1;4;HARÍNA DE MAÍZ;NA;NA;NA;2;1;0;1;462.716666666665
6303;1;5;AVENA;NA;NA;NA;2;1.5;0.5;1;462.716666666665
6303;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;462.716666666665
6303;1;7;ARROZ;NA;NA;NA;2;7;0;7;462.716666666665
6303;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;462.716666666665
6303;1;15;HUEVOS;NA;NA;NA;1;12;2;10;462.716666666665
6303;1;16;ACEITE;57;1;64;4;0.75;0.25;0.5;462.716666666665
6303;1;17;MANTEQUILLA;105;1;1;2;1;0.5;0.5;462.716666666665
6303;1;25;GUINEITO VERDE;NA;NA;NA;1;20;0;20;462.716666666665
6303;1;28;HABICHUELAS ENLATADAS;63;2;425;3;4;3;1;462.716666666665
6303;1;29;AZUCARES;NA;NA;NA;2;3;0;3;462.716666666665
6880;1;14;LECHE EN POLVO;63;1;2722;3;0.5;0.25;0.25;343.256461232603
6605;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;5;0;5;226.75645306954
6605;1;7;ARROZ;NA;NA;NA;2;20;0;20;226.75645306954
6605;1;13;LECHE LÍQUIDA;31;1;1;7;4;0;4;226.75645306954
6605;1;15;HUEVOS;NA;NA;NA;1;25;10;15;226.75645306954
6605;1;16;ACEITE;57;1;2;7;1;0;1;226.75645306954
6605;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;226.75645306954
6605;1;25;GUINEITO VERDE;NA;NA;NA;1;15;0;15;226.75645306954
6605;1;26;PAPAS;NA;NA;NA;2;8;0;8;226.75645306954
6605;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;6;1;5;226.75645306954
6605;1;29;AZUCARES;NA;NA;NA;2;6;0;6;226.75645306954
6605;1;30;CHOCOLATE O COCOA;NA;NA;NA;99;15;3;12;226.75645306954
6558;1;14;LECHE EN POLVO;56;1;450;3;1;0.75;0.25;181.897856242119
6558;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;181.897856242119
6744;1;4;HARÍNA DE MAÍZ;56;1;14;4;3;1;2;166.739701555276
6744;1;7;ARROZ;NA;NA;NA;2;35;10;25;166.739701555276
6744;1;13;LECHE LÍQUIDA;23;1;1;7;1;0;1;166.739701555276
6744;1;16;ACEITE;57;1;4;7;1;0.55;0.45;166.739701555276
7546;1;5;AVENA;56;1;650;3;1;1;0;247.370676075862
7546;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;2;0;247.370676075862
7546;1;10;CARNE DE CERDO;NA;NA;NA;2;3;2;1;247.370676075862
7546;1;13;LECHE LÍQUIDA;31;1;1;7;4;3;1;247.370676075862
7546;1;15;HUEVOS;NA;NA;NA;1;25;20;5;247.370676075862
7546;1;16;ACEITE;57;1;64;4;1;1;0;247.370676075862
7546;1;17;MANTEQUILLA;105;1;1;2;1;1;0;247.370676075862
7546;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;5;0;247.370676075862
7546;1;29;AZUCARES;NA;NA;NA;2;2;2;0;247.370676075862
7558;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;166.739701555276
7558;1;7;ARROZ;NA;NA;NA;2;10;7;3;166.739701555276
7558;1;16;ACEITE;NA;NA;NA;2;2;1;1;166.739701555276
7558;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;166.739701555276
7558;1;26;PAPAS;NA;NA;NA;2;4;0;4;166.739701555276
7558;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;166.739701555276
7558;1;29;AZUCARES;NA;NA;NA;2;2;0;2;166.739701555276
7558;1;30;CHOCOLATE O COCOA;99;1;26;3;3;0;3;166.739701555276
7896;1;1;PANES;NA;NA;NA;1;12;0;12;228.837640821735
7896;1;5;AVENA;56;1;300;3;1;0;1;228.837640821735
7896;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;350;3;1;0;1;228.837640821735
7896;1;7;ARROZ;NA;NA;NA;2;20;15;5;228.837640821735
7896;1;9;POLLO;NA;NA;NA;2;3;0;3;228.837640821735
7896;1;13;LECHE LÍQUIDA;31;1;1;7;2;0;2;228.837640821735
7896;1;15;HUEVOS;NA;NA;NA;1;6;0;6;228.837640821735
7896;1;16;ACEITE;87;1;2;2;1;0.89;0.11;228.837640821735
7896;1;18;SALAMI;NA;NA;NA;2;2;0;2;228.837640821735
7896;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;0;30;228.837640821735
7896;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;228.837640821735
7896;1;29;AZUCARES;NA;NA;NA;2;2;1;1;228.837640821735
7022;1;15;HUEVOS;NA;NA;NA;1;30;0;30;552.06608581292
7022;1;17;MANTEQUILLA;105;1;1;2;0.5;0;0.5;552.06608581292
7022;1;18;SALAMI;NA;NA;NA;2;0.5;0;0.5;552.06608581292
7022;1;30;CHOCOLATE O COCOA;NA;NA;NA;1;8;2;6;552.06608581292
7022;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;552.06608581292
7022;1;29;AZUCARES;NA;NA;NA;2;2;0;2;552.06608581292
7069;1;15;HUEVOS;NA;NA;NA;1;3;0;3;613.406762014355
7069;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;613.406762014355
8068;1;1;PANES;NA;NA;NA;1;10;0;10;788.6658368756
8068;1;3;GALLETAS SALADAS;NA;NA;NA;1;10;0;10;788.6658368756
8068;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;1;0;1;788.6658368756
8068;1;7;ARROZ;NA;NA;NA;2;8;1;7;788.6658368756
8068;1;9;POLLO;NA;NA;NA;2;4;0;4;788.6658368756
8068;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;788.6658368756
8068;1;14;LECHE EN POLVO;56;1;800;3;0.5;0;0.5;788.6658368756
8068;1;15;HUEVOS;NA;NA;NA;1;12;0;12;788.6658368756
8068;1;16;ACEITE;57;1;22;4;1;0.5;0.5;788.6658368756
8068;1;17;MANTEQUILLA;105;1;425;3;0.5;0;0.5;788.6658368756
8068;1;18;SALAMI;NA;NA;NA;2;2;0;2;788.6658368756
8068;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;788.6658368756
8068;1;28;HABICHUELAS ENLATADAS;63;1;16;4;1;0;1;788.6658368756
8068;1;29;AZUCARES;NA;NA;NA;2;2.5;0;2.5;788.6658368756
8068;1;30;CHOCOLATE O COCOA;56;1;8;4;0.5;0;0.5;788.6658368756
8079;1;1;PANES;NA;NA;NA;1;12;10;2;552.06608581292
8079;1;2;GALLETAS DULCES;NA;NA;NA;1;13;8;5;552.06608581292
8079;1;5;AVENA;NA;NA;NA;2;1;0.5;0.5;552.06608581292
8079;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;3;1;2;552.06608581292
8079;1;7;ARROZ;NA;NA;NA;2;10;0;10;552.06608581292
8079;1;13;LECHE LÍQUIDA;31;1;1;7;2;0;2;552.06608581292
8079;1;15;HUEVOS;NA;NA;NA;1;30;24;6;552.06608581292
8079;1;16;ACEITE;57;1;8;2;8;7.75;0.25;552.06608581292
8079;1;17;MANTEQUILLA;105;1;1;2;1;0.75;0.25;552.06608581292
8079;1;25;GUINEITO VERDE;NA;NA;NA;1;12;0;12;552.06608581292
8079;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0.5;0.5;552.06608581292
8079;1;29;AZUCARES;NA;NA;NA;2;1;0.5;0.5;552.06608581292
8420;1;21;PICA PICA;63;1;15;4;4;2;2;594.921428571427
8420;1;23;ATÚN EN ACEITE;63;1;6;4;4;3;1;594.921428571427
8420;1;24;PLÁTANO VERDE;NA;NA;NA;1;3;1;2;594.921428571427
8420;1;25;GUINEITO VERDE;NA;NA;NA;1;2;1;1;594.921428571427
8420;1;26;PAPAS;NA;NA;NA;2;3;0;3;594.921428571427
8420;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;594.921428571427
7166;1;13;LECHE LÍQUIDA;NA;NA;NA;7;1.5;0;1.5;1380.1652145323
7166;1;15;HUEVOS;NA;NA;NA;1;3;0;3;1380.1652145323
7166;1;23;ATÚN EN ACEITE;NA;NA;NA;63;1;0;1;1380.1652145323
7166;1;25;GUINEITO VERDE;NA;NA;NA;1;10;0;10;1380.1652145323
7166;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;1380.1652145323
7166;1;29;AZUCARES;NA;NA;NA;2;1;0;1;1380.1652145323
7956;1;1;PANES;NA;NA;NA;1;6;0;6;294.21982391366
7956;1;3;GALLETAS SALADAS;8;1;24;3;6;0;6;294.21982391366
7956;1;5;AVENA;NA;NA;NA;2;0.5;0.5;0;294.21982391366
7956;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;1;1;294.21982391366
7956;1;7;ARROZ;NA;NA;NA;2;25;20;5;294.21982391366
7956;1;13;LECHE LÍQUIDA;31;1;1;7;0.5;0;0.5;294.21982391366
7956;1;15;HUEVOS;NA;NA;NA;1;10;7;1;294.21982391366
7956;1;16;ACEITE;87;1;4;7;3;2.5;0.5;294.21982391366
7956;1;17;MANTEQUILLA;NA;NA;NA;3;350;275;75;294.21982391366
7956;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;10;4;294.21982391366
7956;1;25;GUINEITO VERDE;NA;NA;NA;1;30;30;0;294.21982391366
7956;1;26;PAPAS;NA;NA;NA;2;2;2;0;294.21982391366
7956;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;1;1;294.21982391366
7956;1;29;AZUCARES;NA;NA;NA;2;2;1;1;294.21982391366
7956;1;30;CHOCOLATE O COCOA;NA;NA;NA;4;16;14;2;294.21982391366
7780;1;24;PLÁTANO VERDE;NA;NA;NA;1;2;0;2;111.442307692308
7944;1;7;ARROZ;NA;NA;NA;2;10;0;10;187.230797035965
7944;1;16;ACEITE;87;1;2;7;0.98;0.48;0.5;187.230797035965
7944;1;29;AZUCARES;NA;NA;NA;2;3;0;3;187.230797035965
7250;1;7;ARROZ;NA;NA;NA;2;4;0;4;552.06608581292
7202;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;0;2;622.65
7202;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;622.65
7202;1;11;PESCADO;NA;NA;NA;2;6;3;3;622.65
7202;1;16;ACEITE;57;1;128;4;0.5;0.25;0.25;622.65
7202;1;24;PLÁTANO VERDE;NA;NA;NA;1;25;0;25;622.65
7202;1;29;AZUCARES;NA;NA;NA;2;1.25;0.25;1;622.65
7619;1;1;PANES;NA;NA;NA;1;3;0;3;166.739701555276
7619;1;2;GALLETAS DULCES;8;12;48;3;2;1;1;166.739701555276
7619;1;3;GALLETAS SALADAS;8;12;36;3;2;1;1;166.739701555276
7619;1;4;HARÍNA DE MAÍZ;56;1;14;4;3;2;1;166.739701555276
7619;1;5;AVENA;NA;NA;NA;2;1;0.5;0.5;166.739701555276
7619;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;5;3;2;166.739701555276
7619;1;7;ARROZ;NA;NA;NA;2;50;35;15;166.739701555276
7619;1;9;POLLO;NA;NA;NA;2;4;0;4;166.739701555276
7619;1;10;CARNE DE CERDO;NA;NA;NA;2;6;0;6;166.739701555276
7619;1;11;PESCADO;NA;NA;NA;2;3;0;3;166.739701555276
7619;1;13;LECHE LÍQUIDA;31;1;1;7;2;0;2;166.739701555276
7619;1;14;LECHE EN POLVO;63;1;1000;3;1;0.5;0.5;166.739701555276
7619;1;15;HUEVOS;NA;NA;NA;1;15;5;10;166.739701555276
7619;1;16;ACEITE;57;1;2;2;0.5;0.25;0.25;166.739701555276
7619;1;17;MANTEQUILLA;105;1;227;3;0.5;0.25;0.25;166.739701555276
7619;1;18;SALAMI;NA;NA;NA;2;1.5;0;1.5;166.739701555276
7619;1;24;PLÁTANO VERDE;NA;NA;NA;1;25;0;25;166.739701555276
7619;1;25;GUINEITO VERDE;NA;NA;NA;91;0.5;0.25;0.25;166.739701555276
7619;1;26;PAPAS;NA;NA;NA;2;2;0;2;166.739701555276
7619;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;166.739701555276
7619;1;28;HABICHUELAS ENLATADAS;63;1;16;4;2;0;2;166.739701555276
7619;1;29;AZUCARES;NA;NA;NA;2;2;0;2;166.739701555276
7619;1;30;CHOCOLATE O COCOA;99;1;26;3;6;0;6;166.739701555276
7437;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;0;2;378.586363636363
7437;1;7;ARROZ;NA;NA;NA;2;10;0;10;378.586363636363
7437;1;11;PESCADO;NA;NA;NA;2;5;0;5;378.586363636363
7437;1;13;LECHE LÍQUIDA;31;1;34;4;2;0;2;378.586363636363
7437;1;14;LECHE EN POLVO;63;1;1600;3;0.5;0.25;0.25;378.586363636363
7437;1;15;HUEVOS;NA;NA;NA;1;8;0;8;378.586363636363
7437;1;16;ACEITE;57;1;2;2;1;0.5;0.5;378.586363636363
7437;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;378.586363636363
7437;1;26;PAPAS;NA;NA;NA;2;2;0;2;378.586363636363
7437;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;378.586363636363
7437;1;29;AZUCARES;NA;NA;NA;2;1;0;1;378.586363636363
7426;1;14;LECHE EN POLVO;56;1;280;3;2;1;1;369.342592592592
7426;1;29;AZUCARES;NA;NA;NA;2;3;0;3;369.342592592592
7249;1;7;ARROZ;NA;NA;NA;2;10;0;10;552.06608581292
7249;1;13;LECHE LÍQUIDA;63;1;315;3;1;0;1;552.06608581292
7249;1;16;ACEITE;57;1;128;4;0.5;0.25;0.25;552.06608581292
7413;1;1;PANES;NA;NA;NA;1;7;0;7;255.698717948718
7413;1;3;GALLETAS SALADAS;8;1;24;1;2;0;2;255.698717948718
7413;1;5;AVENA;56;1;1;2;1;0.25;0.75;255.698717948718
7413;1;7;ARROZ;NA;NA;NA;2;12;7;5;255.698717948718
7413;1;15;HUEVOS;NA;NA;NA;1;30;20;10;255.698717948718
7918;1;7;ARROZ;NA;NA;NA;2;5;0;5;131.704545454545
7918;1;9;POLLO;NA;NA;NA;2;2;0;2;131.704545454545
7918;1;29;AZUCARES;NA;NA;NA;2;1;0;1;131.704545454545
7538;1;3;GALLETAS SALADAS;NA;NA;NA;8;4;0;4;277.006944444444
7538;1;7;ARROZ;NA;NA;NA;2;28;18;7;277.006944444444
7538;1;10;CARNE DE CERDO;NA;NA;NA;2;3;1;2;277.006944444444
7538;1;11;PESCADO;NA;NA;NA;2;3;0;2;277.006944444444
7538;1;14;LECHE EN POLVO;NA;NA;NA;2;1;0;1;277.006944444444
7538;1;16;ACEITE;NA;NA;NA;57;1;0.5;0.5;277.006944444444
7538;1;19;SARDINAS EN AGUA;NA;NA;NA;63;2;1;1;277.006944444444
7538;1;25;GUINEITO VERDE;NA;NA;NA;1;25;10;15;277.006944444444
7538;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;1.5;1.5;277.006944444444
7538;1;28;HABICHUELAS ENLATADAS;63;1;425;3;2;1;1;277.006944444444
7538;1;29;AZUCARES;NA;NA;NA;2;3;1;2;277.006944444444
7141;1;2;GALLETAS DULCES;NA;NA;NA;1;9;5;4;501.878259829927
7141;1;4;HARÍNA DE MAÍZ;56;1;1;2;1;1;0;501.878259829927
7141;1;5;AVENA;NA;NA;NA;2;0.5;0;0.5;501.878259829927
7141;1;7;ARROZ;NA;NA;NA;2;10;7;3;501.878259829927
7141;1;16;ACEITE;57;1;64;4;0.5;0.5;0;501.878259829927
7141;1;29;AZUCARES;NA;NA;NA;2;2;0.5;1.5;501.878259829927
7132;1;4;HARÍNA DE MAÍZ;56;1;400;3;2;0;2;311.325
7132;1;5;AVENA;56;1;400;3;1;0;1;311.325
7132;1;7;ARROZ;NA;NA;NA;2;40;5;35;311.325
7132;1;15;HUEVOS;NA;NA;NA;1;24;10;14;311.325
7132;1;16;ACEITE;57;1;64;4;0.5;0;0.5;311.325
7132;1;19;SARDINAS EN AGUA;63;1;55;3;2;0;2;311.325
7178;1;7;ARROZ;NA;NA;NA;2;5;0;5;788.6658368756
7178;1;16;ACEITE;87;1;12;4;2;1;1;788.6658368756
7178;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;788.6658368756
7551;1;3;GALLETAS SALADAS;8;1;34;3;1;0;1;247.370676075862
7551;1;5;AVENA;8;1;310;3;1;0;1;247.370676075862
7551;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;247.370676075862
6331;1;30;CHOCOLATE O COCOA;87;1;16;4;1;0.5;0.5;594.921428571427
6682;1;4;HARÍNA DE MAÍZ;56;1;14;4;3;0;3;222.319602073701
6682;1;5;AVENA;56;1;NA;NA;1;0;1;222.319602073701
6682;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;56;3;1;2;222.319602073701
6682;1;7;ARROZ;NA;NA;NA;2;25;0;25;222.319602073701
6682;1;11;PESCADO;NA;NA;NA;2;10;5;5;222.319602073701
6682;1;12;MARISCOS;NA;NA;NA;2;10;4;6;222.319602073701
6682;1;13;LECHE LÍQUIDA;NA;NA;NA;7;5;2;3;222.319602073701
6682;1;14;LECHE EN POLVO;63;1;1500;3;0.5;0;0.5;222.319602073701
6682;1;16;ACEITE;NA;NA;NA;57;0.5;0.25;0.25;222.319602073701
6682;1;17;MANTEQUILLA;105;NA;NA;NA;2;1;1;222.319602073701
6682;1;18;SALAMI;NA;NA;NA;2;0.75;0.25;0.5;222.319602073701
6682;1;19;SARDINAS EN AGUA;NA;NA;NA;1;6;4;2;222.319602073701
6682;1;23;ATÚN EN ACEITE;NA;NA;NA;63;4;4;0;222.319602073701
6682;1;24;PLÁTANO VERDE;NA;NA;NA;91;2;1.5;0.25;222.319602073701
6682;1;26;PAPAS;NA;NA;NA;2;3;0;3;222.319602073701
6682;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;7;3;4;222.319602073701
6682;1;29;AZUCARES;NA;NA;NA;2;10;4;6;222.319602073701
6682;1;30;CHOCOLATE O COCOA;NA;NA;NA;99;10;10;0;222.319602073701
7591;1;4;HARÍNA DE MAÍZ;56;1;1;2;2;1;1;247.370676075862
7591;1;5;AVENA;56;1;260;3;1;0.75;0.25;247.370676075862
7591;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;1;1;247.370676075862
7591;1;7;ARROZ;NA;NA;NA;2;15;10;5;247.370676075862
7591;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;247.370676075862
7591;1;14;LECHE EN POLVO;98;1;1500;3;0.5;0.25;0.25;247.370676075862
7591;1;15;HUEVOS;NA;NA;NA;1;30;20;10;247.370676075862
7591;1;16;ACEITE;57;1;2;7;0.5;0.25;0.25;247.370676075862
7591;1;17;MANTEQUILLA;25;1;1;2;0.5;0.25;0.25;247.370676075862
