id_variedad;descripcion;id_unidad_medida_presentacion;frecuencia_real;pct_acumulado
468;Dulce de coco;8.0;1;99.9
468;Dulce de coco;87.0;1;99.9
470;Miel, polen y propóleo, jalea real;87.0;1;99.9
2887;Avena preparada;56.0;1;99.9
2936;Impuesto a vivienda de lujos o suntuarias;87.0;1;99.9
3021;Leche evaporada con sabor a queso;20.0;1;99.9
75;Cereales de trigo;56.0;1;99.9
478;Dulce de maní;8.0;1;99.9
478;Dulce de maní;56.0;1;99.9
483;Suspiros;63.0;1;99.9
484;Dulces de navidad surtidos;25.0;1;99.9
3136;Harina del negrito;23.0;1;99.9
3136;Harina del negrito;56.0;1;99.9
76;Corn Flakes (incluye rice flakes, cereales de chocolates, frutas y demás);114.0;1;99.9
81;Germen de trigo;56.0;1;99.9
82;Maíz en mazorca seco;56.0;1;99.9
83;Maíz en grano;8.0;1;99.9
83;Maíz en grano;56.0;1;99.9
2850;Batida de naranja con leche;98.0;1;99.9
4919;Leche líquida con chocolate;8.0;1;99.9
4919;Leche líquida con chocolate;20.0;1;99.9
41;Gofio;87.0;1;99.9
47;Mantecados;8.0;1;99.9
49;Conconete;8.0;1;99.9
51;Cazabe;98.0;1;99.9
4701;Helado en paleta en sabores artificiales;56.0;1;99.9
4701;Helado en paleta en sabores artificiales;98.0;1;99.9
71;Avena en hojuela o entera;23.0;1;99.9
71;Avena en hojuela o entera;87.0;1;99.9
3807;Macarrones;8.0;1;99.9
3807;Macarrones;31.0;1;99.9
60;Harina de panqueques;8.0;1;99.9
61;Harina de plátano;56.0;1;99.9
4916;Atún en trozo en agua;60.0;1;99.9
4917;Atún desmenuzado en aceite;8.0;1;99.9
74;Cereales con frutas;31.0;1;99.9
74;Cereales con frutas;98.0;1;99.9
3809;Macarroni & Cheese;56.0;1;99.9
3812;Mostachones;23.0;1;99.9
3812;Mostachones;31.0;1;99.9
3813;Linguinis;56.0;1;99.9
65;Arroz súper-selecto o premium;97.0;1;99.9
67;Arroz corriente;87.0;1;99.9
397;Rábano;56.0;1;99.9
398;Remolacha;8.0;1;99.9
3905;Amaretto;20.0;1;99.9
3925;Cranberry (fruta);56.0;1;99.9
3992;Manzana roja;25.0;1;99.9
3992;Manzana roja;56.0;1;99.9
3993;Manzana verde;8.0;1;99.9
4076;Mabí de naranja servido;87.0;1;99.9
447;Maíz enlatado;56.0;1;99.9
447;Maíz enlatado;87.0;1;99.9
449;Pepinillos encurtidos;55.0;1;99.9
450;Tomates en conserva o enlatados;63.0;1;99.9
435;Alcaparrado (aceitunas y alcaparras);55.0;1;99.9
435;Alcaparrado (aceitunas y alcaparras);105.0;1;99.9
4401;Diten o tomillo;87.0;1;99.9
4403;Habichuela Yacomelo;63.0;1;99.9
455;Puré de papa deshidratado o instantáneo;98.0;1;99.9
457;Papas fritas (snack y picaderas);99.0;1;99.9
459;Azúcar morena;20.0;1;99.9
386;Papas;23.0;1;99.9
389;Batata;8.0;1;99.9
446;Maíz en mazorca envasado;63.0;1;99.9
447;Maíz enlatado;1.0;1;99.9
447;Maíz enlatado;23.0;1;99.9
403;Berenjena corriente;56.0;1;99.9
403;Berenjena corriente;82.0;1;99.9
392;Ají grande (cubanela);63.0;1;99.9
393;Ají gustoso o cachucha;1.0;1;99.9
393;Ají gustoso o cachucha;56.0;1;99.9
393;Ají gustoso o cachucha;89.0;1;99.9
396;Apio planta, apio gusto;1.0;1;99.9
453;Pimientos encurtidos;63.0;1;99.9
4702;Helado en paleta a base de leche;20.0;1;99.9
4884;Perejil seco el polvo;98.0;1;99.9
4886;Salsa BBQ;63.0;1;99.9
4916;Atún en trozo en agua;56.0;1;99.9
4404;Hoja de ruda;8.0;1;99.9
4413;Sal en grano;87.0;1;99.9
4413;Sal en grano;98.0;1;99.9
4461;Pasa deshidratada;56.0;1;99.9
6746;Extracto de almendra;87.0;1;99.9
6994;Vino rosado servido;20.0;1;99.9
5883;Cacao en bola;17.0;1;99.9
5908;Almendras;8.0;1;99.9
5908;Almendras;98.0;1;99.9
13;Pan de sándwich rebanado blanco;8.0;1;99.9
14;Pan de sándwich rebanado integral;8.0;1;100.0
22;Galletas María;56.0;1;100.0
7377;Jugo envasado de pera-piña;31.0;1;100.0
7381;Jugo envasado de kiwi;31.0;1;100.0
1;Pan de agua;117.0;1;100.0
7517;Quínoa;56.0;1;100.0
7517;Quínoa;87.0;1;100.0
6030;Jalao (dulce);8.0;1;100.0
6580;Mabí de cereza;20.0;1;100.0
6652;Manzana en conservas enlatadas;63.0;1;100.0
7838;Alas de pollo;8.0;1;100.0
8229;Licor saborizado;20.0;1;100.0
8244;Semillas de girasol;56.0;1;100.0
1;Pan de agua;1.0;1;100.0
8869;Bollito de harina de maíz crudo;56.0;1;100.0
2;Pan sobado;117.0;1;100.0
7367;Dulce de piña;87.0;1;100.0
7367;Dulce de piña;105.0;1;100.0
407;Cebolla blanca;56.0;1;100.0
408;Cebolla roja;63.0;1;100.0
410;Ajo;1.0;1;100.0
2;Pan sobado;8.0;1;100.0
401;Tomates de ensalada;82.0;1;100.0
401;Tomates de ensalada;87.0;1;100.0
56;Harinas de maíz;55.0;1;100.0
56;Harinas de maíz;63.0;1;100.0
547;Salsa Alfredo, de queso y similares;63.0;1;100.0
548;Preparado líquido de Salsa de tomate (Ragú y similares);20.0;1;100.0
548;Preparado líquido de Salsa de tomate (Ragú y similares);98.0;1;100.0
549;Salsa francesa;20.0;1;100.0
549;Salsa francesa;87.0;1;100.0
308;Manteca de cerdo;20.0;1;100.0
309;Manteca vegetal;20.0;1;100.0
314;Plátano verde;97.0;1;100.0
4;Pan de maíz entero;1.0;1;100.0
12;Pan de pita;23.0;1;100.0
324;Guineo verde (guineíto);56.0;1;100.0
326;Lechosa;8.0;1;100.0
554;Vinagre dorado;55.0;1;100.0
555;Vinagre blanco;55.0;1;100.0
283;Leche de almendra;31.0;1;100.0
283;Leche de almendra;87.0;1;100.0
6250;Platos de frutas;8.0;1;100.0
6446;Avena molida no saborizada;8.0;1;100.0
6451;Leche entera liquida sin lactosa;87.0;1;100.0
6453;Leche descremada liquida sin lactosa;63.0;1;100.0
17;Galletas con ajonjolí;8.0;1;100.0
18;Galletas de harina / Galleta de manteca;23.0;1;100.0
6167;Jugo envasado de guineo;31.0;1;100.0
3;Pan de leche;56.0;1;100.0
5958;Tortilla de trigo;56.0;1;100.0
5965;Jugo de fresa envasado;20.0;1;100.0
6455;Leche liquida pasteurizada (no UHT);25.0;1;100.0
6456;Leche en polvo entera sin lactosa;63.0;1;100.0
6461;Flan de leche en cajita;63.0;1;100.0
6464;Ciruela (fruta);8.0;1;100.0
6465;Pistacho;56.0;1;100.0
6167;Jugo envasado de guineo;87.0;1;100.0
